a	錒	33554433	3
ke	錒	33554433	50
ai	㤅	33554434	3
ai	嘊	33554435	3
ai	伌	33554436	3
ai	礙	33554437	19
ai	䨠	33554438	3
ai	嬡	33554439	3
ai	娭	33554440	3
xi	娭	33554440	50
ai	鴱	33554441	3
ai	䀳	33554442	3
la	䀳	33554442	3
lai	䀳	33554442	3
ai	䬵	33554443	3
gai	䬵	33554443	50
ai	㘷	33554444	3
ai	欸	33554445	10
ei	欸	33554445	20
ai	䠹	33554446	3
hai	䠹	33554446	3
ai	昹	33554447	3
ai	䔽	33554448	3
ai	娾	33554449	3
e	娾	33554449	50
ai	佁	33554450	3
chi	佁	33554450	25
si	佁	33554450	25
yi	佁	33554450	25
ai	䑂	33554451	3
xi	䑂	33554451	3
ai	靄	33554452	3
ai	硋	33554453	3
ai	㕌	33554454	3
ai	呝	33554455	3
e	呝	33554455	3
ai	嵦	33554456	3
kai	嵦	33554456	50
ai	塧	33554457	3
ai	譪	33554458	3
ai	鱫	33554459	3
ai	䅬	33554460	3
yan	䅬	33554460	3
ye	䅬	33554460	3
ai	㱯	33554461	3
bei	㱯	33554461	3
ji	㱯	33554461	3
jian	㱯	33554461	3
shan	㱯	33554461	3
shen	㱯	33554461	3
yi	㱯	33554461	3
ai	噯	33554462	10
ai	敱	33554463	3
zhu	敱	33554463	50
ai	㝶	33554464	3
de	㝶	33554464	3
ai	㑸	33554465	3
yao	㑸	33554465	3
you	㑸	33554465	3
ai	䝽	33554466	3
ai	鎄	33554467	3
ai	㢊	33554468	3
yi	㢊	33554468	50
ai	誒	33554469	3
ei	誒	33554469	3
xi	誒	33554469	3
ai	皚	33554470	3
ai	䶣	33554471	3
gai	䶣	33554471	50
ai	馤	33554472	3
ai	璦	33554473	3
ai	皧	33554474	3
ai	銰	33554475	3
ai	躷	33554476	3
ai	瞹	33554477	3
ai	㿄	33554478	3
ai	叆	33554479	3
ai	嗌	33554480	3
wo	嗌	33554480	3
yi	嗌	33554480	3
ai	㗒	33554481	3
ai	凒	33554482	3
yi	凒	33554482	100
ai	懓	33554483	3
ai	曖	33554484	9
ai	懝	33554485	3
ni	懝	33554485	50
ai	㗨	33554486	3
xie	㗨	33554486	50
ai	濭	33554487	3
kai	濭	33554487	33
ke	濭	33554487	33
ai	藹	33554488	3
ai	賹	33554489	3
yi	賹	33554489	50
an	錌	33554490	3
an	匎	33554491	3
e	匎	33554491	100
an	儑	33554492	3
an	䬓	33554493	3
ang	䬓	33554493	3
an	堓	33554494	3
an	䜙	33554495	3
e	䜙	33554495	50
an	㜝	33554496	3
yan	㜝	33554496	50
an	洝	33554497	3
e	洝	33554497	33
yan	洝	33554497	33
an	阥	33554498	3
yin	阥	33554498	3
an	㸩	33554499	3
an	堷	33554500	3
pou	堷	33554500	50
yin	堷	33554500	50
an	匼	33554501	3
ke	匼	33554501	100
an	䅁	33554502	3
an	葊	33554503	3
an	荌	33554504	3
an	䅖	33554505	3
yan	䅖	33554505	33
ye	䅖	33554505	33
an	㱘	33554506	3
yan	㱘	33554506	3
an	㽢	33554507	3
ye	㽢	33554507	3
an	腤	33554508	3
an	婩	33554509	3
yan	婩	33554509	3
nve	婩	33554509	50
an	鵪	33554510	3
an	罯	33554511	3
an	晻	33554512	3
yan	晻	33554512	50
an	厈	33554513	3
chang	厈	33554513	3
han	厈	33554513	3
an	貋	33554514	3
han	貋	33554514	100
an	隌	33554515	3
an	䎏	33554516	3
han	䎏	33554516	3
an	侒	33554517	3
an	鶕	33554518	3
ya	鶕	33554518	3
an	䮗	33554519	3
niu	䮗	33554519	3
yan	䮗	33554519	3
an	誝	33554520	3
an	鮟	33554521	3
an	䎨	33554522	3
ye	䎨	33554522	3
an	銨	33554523	3
an	垵	33554524	3
an	玵	33554525	3
gan	玵	33554525	50
an	㟁	33554526	3
an	峖	33554527	3
an	揞	33554528	3
an	䯥	33554529	3
qi	䯥	33554529	3
an	盫	33554530	3
an	黬	33554531	3
jian	黬	33554531	50
yan	黬	33554531	50
an	蓭	33554532	3
an	埯	33554533	3
an	諳	33554534	3
tou	諳	33554534	50
an	痷	33554535	3
e	痷	33554535	33
ye	痷	33554535	33
an	雸	33554536	3
an	韽	33554537	3
yin	韽	33554537	3
ang	䀚	33554538	3
ang	㼜	33554539	3
pou	㼜	33554539	3
ang	昻	33554540	3
ang	䩕	33554541	3
ying	䩕	33554541	50
ang	䍩	33554542	3
yang	䍩	33554542	3
ang	䭹	33554543	3
ang	䭺	33554544	3
ang	㭿	33554545	3
ang	岇	33554546	3
ang	枊	33554547	3
ang	醠	33554548	3
ang	䒢	33554549	3
ying	䒢	33554549	3
ang	骯	33554550	10
ang	㦹	33554551	3
yang	㦹	33554551	3
ying	㦹	33554551	3
ang	軮	33554552	3
yang	軮	33554552	100
ao	鴁	33554553	3
yao	鴁	33554553	3
ao	㠂	33554554	3
ao	㤇	33554555	3
fo	㤇	33554555	3
wu	㤇	33554555	3
ao	䴈	33554556	3
ao	爊	33554557	3
ao	䜒	33554558	3
ao	㠗	33554559	3
wo	㠗	33554559	3
ao	㜜	33554560	3
ao	蔜	33554561	3
ao	簢	33554562	3
min	簢	33554562	3
ao	㜩	33554563	3
bie	㜩	33554563	3
ao	㘬	33554564	3
wu	㘬	33554564	50
ao	㘭	33554565	3
ao	鰲	33554566	3
ao	謸	33554567	3
ao	䐿	33554568	3
bi	䐿	33554568	3
ao	驁	33554569	3
yao	驁	33554569	50
ao	㑃	33554570	3
ao	䵅	33554571	3
ao	詏	33554572	3
yao	詏	33554572	100
ao	獓	33554573	3
ao	襖	33554574	3
ao	䥝	33554575	3
ao	慠	33554576	3
ao	㕭	33554577	3
bi	㕭	33554577	3
ao	䁱	33554578	3
kou	䁱	33554578	100
ao	扷	33554579	3
ao	镺	33554580	3
ao	㥿	33554581	3
ao	嶅	33554582	3
ao	垇	33554583	3
ao	䦋	33554584	3
ao	梎	33554585	3
you	梎	33554585	3
ao	岙	33554586	7
ao	澚	33554587	3
yu	澚	33554587	100
ao	䞝	33554588	3
yu	䞝	33554588	3
ao	抝	33554589	3
niu	抝	33554589	50
ao	隞	33554590	3
ao	䚫	33554591	3
xi	䚫	33554591	3
ao	厫	33554592	3
ao	䮯	33554593	3
ao	芺	33554594	3
ao	媼	33554595	3
ao	囂	33554596	13
xiao	囂	33554596	13
ao	鏊	33554597	6
ao	鷔	33554598	3
ao	擙	33554599	3
ao	䯠	33554600	3
ao	䫨	33554601	3
ao	柪	33554602	3
ao	軪	33554603	3
ao	嫯	33554604	3
ao	㿰	33554605	3
bi	㿰	33554605	50
ao	滶	33554606	3
ao	翶	33554607	3
ao	嗸	33554608	3
ao	翺	33554609	3
ao	㟼	33554610	3
e	騀	33554611	3
e	蘁	33554612	3
wu	蘁	33554612	3
e	㼂	33554613	3
wen	㼂	33554613	3
yuan	㼂	33554613	3
e	䄉	33554614	3
e	堊	33554615	3
wu	堊	33554615	3
e	㠋	33554616	3
e	鈋	33554617	3
e	椏	33554618	3
ya	椏	33554618	3
e	砐	33554619	3
e	鰐	33554620	7
e	餓	33554621	24
e	圔	33554622	3
ya	圔	33554622	100
e	唖	33554623	3
ya	唖	33554623	3
e	訛	33554624	3
e	頟	33554625	3
e	㼢	33554626	3
yi	㼢	33554626	3
e	琧	33554627	3
e	砨	33554628	3
e	㔩	33554629	3
e	㼰	33554630	3
pi	㼰	33554630	3
e	阸	33554631	3
ai	阸	33554631	50
e	戹	33554632	3
e	搹	33554633	3
e	䔾	33554634	3
qi	䔾	33554634	3
ze	䔾	33554634	3
e	娿	33554635	3
e	蝁	33554636	3
e	湂	33554637	3
e	硆	33554638	3
e	䝈	33554639	3
e	㡋	33554640	3
ye	㡋	33554640	3
an	㡋	33554640	50
e	睋	33554641	3
e	譌	33554642	3
e	遌	33554643	3
e	額	33554644	26
e	㕎	33554645	3
ke	㕎	33554645	3
kun	㕎	33554645	3
e	顎	33554646	3
e	䕏	33554647	3
e	偔	33554648	3
e	鍔	33554649	3
e	蕚	33554650	4
e	鵝	33554651	3
e	啞	33554652	8
ya	啞	33554652	16
e	鵞	33554653	3
e	豟	33554654	3
e	魤	33554655	3
hua	魤	33554655	50
e	䑥	33554656	3
sa	䑥	33554656	3
e	魥	33554657	3
ji	魥	33554657	3
qie	魥	33554657	3
e	㱦	33554658	3
gui	㱦	33554658	3
ji	㱦	33554658	3
qi	㱦	33554658	100
e	鑩	33554659	3
e	䑪	33554660	3
e	硪	33554661	3
wo	硪	33554661	3
yi	硪	33554661	3
e	䱮	33554662	3
e	䙳	33554663	3
biao	䙳	33554663	50
e	㩵	33554664	3
e	屵	33554665	3
yan	屵	33554665	3
e	鱷	33554666	3
e	䩹	33554667	3
kuo	䩹	33554667	50
e	歺	33554668	3
can	歺	33554668	3
e	卾	33554669	3
e	蚅	33554670	3
e	岋	33554671	3
ji	岋	33554671	50
e	㦍	33554672	3
e	讍	33554673	3
e	涐	33554674	3
e	誐	33554675	3
e	䆓	33554676	3
ruan	䆓	33554676	3
e	貖	33554677	3
e	㮙	33554678	3
e	鶚	33554679	3
e	覨	33554680	3
e	䞩	33554681	3
rui	䞩	33554681	3
xia	䞩	33554681	50
e	䖸	33554682	3
e	妸	33554683	3
e	咹	33554684	3
an	咹	33554684	33
e	閼	33554685	3
yan	閼	33554685	3
yu	閼	33554685	33
e	㖾	33554686	3
e	妿	33554687	3
e	磀	33554688	3
e	㗁	33554689	3
e	㷈	33554690	3
e	㗉	33554691	3
bi	㗉	33554691	3
lve	㗉	33554691	50
e	峉	33554692	3
e	䓊	33554693	3
wu	䓊	33554693	3
yu	䓊	33554693	3
e	苊	33554694	3
e	㧖	33554695	3
e	䛖	33554696	3
yi	䛖	33554696	3
e	䳗	33554697	3
e	迗	33554698	3
e	䳘	33554699	3
e	軛	33554700	3
e	䣞	33554701	3
e	埡	33554702	3
wu	埡	33554702	3
ya	埡	33554702	3
e	諤	33554703	3
e	㟧	33554704	3
nie	㟧	33554704	3
xun	㟧	33554704	3
e	鋨	33554705	3
tie	鋨	33554705	50
e	峩	33554706	3
e	僫	33554707	3
e	䳬	33554708	3
yao	䳬	33554708	3
yi	䳬	33554708	3
e	櫮	33554709	3
e	珴	33554710	3
e	㓵	33554711	3
e	軶	33554712	3
e	䫷	33554713	3
en	䬶	33554714	3
en	奀	33554715	3
mang	奀	33554715	3
en	䭓	33554716	3
en	䭡	33554717	3
en	䅰	33554718	3
en	㕶	33554719	3
ng	㕶	33554719	3
en	煾	33554720	3
yun	煾	33554720	3
en	䊐	33554721	3
hua	䊐	33554721	3
huan	䊐	33554721	3
hun	䊐	33554721	3
en	糦	33554722	3
ye	糦	33554722	3
yi	糦	33554722	3
xi	糦	33554722	100
er	餌	33554723	3
er	㜨	33554724	3
nai	㜨	33554724	3
er	栮	33554725	3
er	鴯	33554726	3
er	眲	33554727	3
ne	眲	33554727	100
er	䌺	33554728	3
er	荋	33554729	3
er	聏	33554730	3
nv	聏	33554730	50
er	兒	33554731	224
ni	兒	33554731	224
er	轜	33554732	3
er	鉺	33554733	3
keng	鉺	33554733	50
er	誀	33554734	3
chi	誀	33554734	50
er	㒃	33554735	3
er	㖇	33554736	3
er	邇	33554737	3
er	㮕	33554738	3
ruan	㮕	33554738	3
er	侕	33554739	3
er	䮘	33554740	3
ni	䮘	33554740	3
pai	䮘	33554740	3
po	䮘	33554740	3
er	鮞	33554741	3
er	䎟	33554742	3
nuo	䎟	33554742	3
er	䎠	33554743	3
nuo	䎠	33554743	50
er	隭	33554744	3
er	貮	33554745	3
er	䎶	33554746	3
er	㚷	33554747	3
nai	㚷	33554747	3
er	袻	33554748	3
er	㢽	33554749	3
er	檽	33554750	3
nou	檽	33554750	33
ru	檽	33554750	33
ruan	檽	33554750	33
er	㛅	33554751	3
er	峏	33554752	3
er	䋙	33554753	3
er	毦	33554754	3
er	䋩	33554755	3
er	䏪	33554756	3
er	㧫	33554757	3
ruan	㧫	33554757	33
rui	㧫	33554757	33
er	䣵	33554758	3
er	髵	33554759	3
ng	㐻	33554760	3
nei	㐻	33554760	3
ou	䌂	33554761	3
ou	甌	33554762	3
ou	䌔	33554763	3
ou	嘔	33554764	6
ou	吘	33554765	3
ou	漚	33554766	3
ou	謳	33554767	3
ou	㼴	33554768	3
ou	㸸	33554769	3
hou	㸸	33554769	3
kou	㸸	33554769	33
ou	蕅	33554770	3
ou	歐	33554771	66
ou	湡	33554772	3
yu	湡	33554772	3
ou	腢	33554773	3
ou	慪	33554774	3
ou	塸	33554775	3
ou	䚆	33554776	3
yao	䚆	33554776	3
ying	䚆	33554776	3
ou	膒	33554777	3
ou	㒖	33554778	3
ou	毆	33554779	4
ou	㛏	33554780	3
qiu	㛏	33554780	3
ou	鷗	33554781	8
ou	櫙	33554782	3
ou	䯚	33554783	3
yao	䯚	33554783	3
ou	蓲	33554784	3
qiu	蓲	33554784	3
fu	蓲	33554784	25
xu	蓲	33554784	25
ba	鈀	33554785	3
pa	鈀	33554785	3
ba	欛	33554786	3
ba	㔜	33554787	3
bo	㔜	33554787	3
ba	鼥	33554788	3
ba	紦	33554789	3
ba	笩	33554790	3
bo	笩	33554790	3
fa	笩	33554790	3
pei	笩	33554790	3
ba	鈸	33554791	3
bo	鈸	33554791	3
ba	䰾	33554792	3
ba	夿	33554793	3
ba	䩗	33554794	3
ba	詙	33554795	3
bo	詙	33554795	50
ba	䱝	33554796	3
pai	䱝	33554796	3
bei	䱝	33554796	50
ba	魞	33554797	3
ba	䥯	33554798	3
bai	䥯	33554798	3
bei	䥯	33554798	50
ba	罷	33554799	64
pi	罷	33554799	32
ba	坺	33554800	3
ba	䩻	33554801	3
ba	鮁	33554802	3
bo	鮁	33554802	3
ba	鲃	33554803	3
ba	䆉	33554804	3
ba	鮊	33554805	3
bo	鮊	33554805	3
ba	鲌	33554806	3
bo	鲌	33554806	3
ba	㞎	33554807	3
fu	㞎	33554807	3
pa	㞎	33554807	3
ba	玐	33554808	3
ba	羓	33554809	3
ba	㶚	33554810	3
ba	馛	33554811	3
bo	馛	33554811	100
ba	岜	33554812	123
ba	㖠	33554813	3
nuo	㖠	33554813	3
ba	墢	33554814	3
bo	墢	33554814	3
fei	墢	33554814	3
ba	炦	33554815	3
ba	䎬	33554816	3
pa	䎬	33554816	3
ba	妭	33554817	3
bo	妭	33554817	50
ba	犮	33554818	3
ba	颰	33554819	3
fu	颰	33554819	3
ba	䎱	33554820	3
pa	䎱	33554820	3
ba	垻	33554821	3
bei	垻	33554821	50
ba	䳁	33554822	3
bin	䳁	33554822	3
bo	䳁	33554822	3
yuan	䳁	33554822	3
ba	胈	33554823	3
ba	㧊	33554824	3
po	㧊	33554824	50
ba	䳊	33554825	3
ba	叐	33554826	3
ba	䇑	33554827	3
pi	䇑	33554827	50
ba	釟	33554828	3
ba	秡	33554829	3
bo	秡	33554829	100
ba	䟦	33554830	3
bo	䟦	33554830	3
yuan	䟦	33554830	3
ba	壩	33554831	3
ba	哵	33554832	3
ba	䃻	33554833	3
pai	䃻	33554833	3
bai	贁	33554834	3
bai	唄	33554835	3
bei	唄	33554835	3
bai	㠔	33554836	3
bai	㼟	33554837	3
bo	㼟	33554837	100
bai	栢	33554838	3
bo	栢	33554838	3
bai	㼣	33554839	3
bo	㼣	33554839	3
bai	䴽	33554840	3
pi	䴽	33554840	3
bai	䙓	33554841	3
he	䙓	33554841	3
bai	絔	33554842	3
mo	絔	33554842	50
bai	敗	33554843	47
bai	兡	33554844	3
bai	鞁	33554845	3
bi	鞁	33554845	3
bei	鞁	33554845	100
bai	庍	33554846	3
ting	庍	33554846	33
xin	庍	33554846	33
bai	䒔	33554847	3
bai	䢙	33554848	3
bai	薭	33554849	3
bai	䳆	33554850	3
bai	㗑	33554851	3
bai	㗗	33554852	3
bei	㗗	33554852	100
bai	㿟	33554853	3
jiao	㿟	33554853	3
bai	矲	33554854	3
pai	矲	33554854	3
ba	矲	33554854	100
bai	擺	33554855	81
bai	蛽	33554856	3
ban	朌	33554857	3
fen	朌	33554857	50
ban	怑	33554858	3
ban	鈑	33554859	3
ban	㸞	33554860	3
zhe	㸞	33554860	100
ban	褩	33554861	3
pan	褩	33554861	50
ban	䬳	33554862	3
ban	蝂	33554863	3
ban	絆	33554864	5
ban	癍	33554865	7
ban	鉡	33554866	3
ban	虨	33554867	3
bin	虨	33554867	100
ban	㩯	33554868	3
pan	㩯	33554868	3
po	㩯	33554868	3
ban	䕰	33554869	3
fan	䕰	33554869	3
ban	湴	33554870	3
ban	䉽	33554871	3
ban	靽	33554872	3
ban	粄	33554873	3
ban	岅	33554874	3
ban	螌	33554875	3
huan	螌	33554875	33
pan	螌	33554875	33
ban	㚘	33554876	3
fu	㚘	33554876	33
he	㚘	33554876	33
ban	㺜	33554877	3
nong	㺜	33554877	3
wan	㺜	33554877	3
ban	肦	33554878	3
fen	肦	33554878	100
ban	辦	33554879	165
ban	辬	33554880	3
ban	㪵	33554881	3
ban	闆	33554882	19
ban	秚	33554883	3
ban	瓪	33554884	3
bang	縍	33554885	3
bang	稖	33554886	3
bang	謗	33554887	3
bang	㔙	33554888	3
peng	㔙	33554888	3
beng	㔙	33554888	100
bang	蜯	33554889	3
beng	蜯	33554889	3
bang	䰷	33554890	3
bo	䰷	33554890	3
bang	挷	33554891	3
beng	挷	33554891	3
peng	挷	33554891	3
bang	幇	33554892	3
bang	㭋	33554893	3
bang	幚	33554894	3
bang	捠	33554895	3
bang	幫	33554896	152
bang	綁	33554897	9
bang	㮄	33554898	3
bi	㮄	33554898	3
peng	㮄	33554898	3
bang	鎊	33554899	3
pang	鎊	33554899	50
bang	䂜	33554900	3
pei	䂜	33554900	3
bang	鞤	33554901	3
bang	㾦	33554902	3
pei	㾦	33554902	3
pen	㾦	33554902	3
bang	䎧	33554903	3
pou	䎧	33554903	3
bang	䖫	33554904	3
bang	邫	33554905	3
bang	垹	33554906	3
bang	㯁	33554907	3
pei	㯁	33554907	100
bang	髈	33554908	11
pang	髈	33554908	22
bang	棓	33554909	3
pou	棓	33554909	3
bei	棓	33554909	50
bang	䧛	33554910	3
peng	䧛	33554910	50
bang	䟺	33554911	3
bei	䟺	33554911	3
pei	䟺	33554911	3
bao	鴇	33554912	3
bao	怉	33554913	3
bao	䨌	33554914	3
